,Players,Team,Location,Opponent,Opponent Conference,Power,Top 25,,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,OPP ACTIVE VALUE,OPP HISTORICAL VALUE,TEAM ACTIVE VALUE,TEAM HISTORICAL VALUE,Doubles,Double Doube,Triple Double,0-3+ FG,Perfect 2 FG min 3,Perfect 3 FG min 3,Points Leader,Def Reb Leader,Off Reb Leader,Steal Leader,Assist Leader,Foul Trouble,20+ minutes,20+ points,SM,Line,Clutch ,Overtime,Attendance,Player Points,Top 7,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,Player Name
Team:,,,,,,,,,Sum:,Sum:,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sum:,,,,,,,,,,,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Count (Unique):
,Jaden Jackson,South Dakota St.,HOME,Georgia St.,Sun Belt,0,0,Starter,1,29,5,13,2,8,2,2,0,5,5,1,3,1,14,0,14.55,0,32.195,1,0,0,0,0,0,0,1,0,0,0,0,1,0,47,-12.5,0,0,"2,641",0,TRUE,1,29,5,13,2,8,2,2,0,5,5,1,3,1,14,Jaden Jackson
,Jaden Jackson,South Dakota St.,NEUTRAL,Merrimack,MAAC,0,0,Starter,1,38,8,18,5,8,2,3,1,4,3,0,2,3,23,0,21.229,0,32.195,1,0,0,0,0,0,1,0,0,0,0,0,1,1,9,-6.5,1,0,"1,784",0,TRUE,1,38,8,18,5,8,2,3,1,4,3,0,2,3,23,Jaden Jackson
,Jaden Rogers,South Dakota St.,AWAY,Northern Iowa,Missouri Valley,0,0,Bench,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.772,0,32.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,10.5,0,0,"3,657",0,FALSE, , , , , , , , , , , , , , , , 
,Joe Sayler,South Dakota St.,AWAY,Northern Iowa,Missouri Valley,0,0,Starter,1,36,6,16,3,7,1,2,3,3,3,0,4,1,16,0,23.772,0,32.195,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-7,10.5,0,0,"3,657",0,TRUE,1,36,6,16,3,7,1,2,3,3,3,0,4,1,16,Joe Sayler
,Joe Sayler,South Dakota St.,AWAY,Oregon,Big Ten,0,0,Starter,1,33,7,12,0,4,0,0,0,3,1,0,2,0,14,0,71.489,0,32.195,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-14,16.5,0,0,"5,019",0,TRUE,1,33,7,12,0,4,0,0,0,3,1,0,2,0,14,Joe Sayler
,Joe Sayler,South Dakota St.,HOME,Georgia St.,Sun Belt,0,0,Starter,1,25,6,10,3,6,0,1,0,4,6,0,0,1,15,0,14.55,0,32.195,1,0,0,0,0,0,0,0,0,0,1,0,1,0,47,-12.5,0,0,"2,641",0,TRUE,1,25,6,10,3,6,0,1,0,4,6,0,0,1,15,Joe Sayler
,Joe Sayler,South Dakota St.,NEUTRAL,Merrimack,MAAC,0,0,Starter,1,19,3,5,0,1,2,2,1,3,1,0,2,3,8,0,21.229,0,32.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-6.5,1,0,"1,784",0,TRUE,1,19,3,5,0,1,2,2,1,3,1,0,2,3,8,Joe Sayler
,Kalen Garry,South Dakota St.,AWAY,Northern Iowa,Missouri Valley,0,0,Starter,1,31,5,12,2,7,0,0,6,4,0,2,1,4,12,0,23.772,0,32.195,2,1,0,0,0,0,0,0,0,0,0,1,1,0,-7,10.5,0,0,"3,657",0,TRUE,1,31,5,12,2,7,0,0,6,4,0,2,1,4,12,Kalen Garry
,Kalen Garry,South Dakota St.,AWAY,Oregon,Big Ten,0,0,Starter,1,24,5,10,3,6,0,0,0,2,0,1,1,3,13,0,71.489,0,32.195,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-14,16.5,0,0,"5,019",0,TRUE,1,24,5,10,3,6,0,0,0,2,0,1,1,3,13,Kalen Garry
,Kalen Garry,South Dakota St.,HOME,Georgia St.,Sun Belt,0,0,Starter,1,26,0,3,0,1,0,0,0,5,6,1,1,2,0,0,14.55,0,32.195,0,0,0,1,0,0,0,1,0,0,1,0,1,0,47,-12.5,0,0,"2,641",0,TRUE,1,26,0,3,0,1,0,0,0,5,6,1,1,2,0,Kalen Garry
,Kalen Garry,South Dakota St.,NEUTRAL,Merrimack,MAAC,0,0,Starter,1,35,2,7,2,6,3,4,1,6,4,1,1,0,9,0,21.229,0,32.195,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,-6.5,1,0,"1,784",0,TRUE,1,35,2,7,2,6,3,4,1,6,4,1,1,0,9,Kalen Garry
,Luke Haertle,South Dakota St.,AWAY,Northern Iowa,Missouri Valley,0,0,Bench,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.772,0,32.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,10.5,0,0,"3,657",0,FALSE, , , , , , , , , , , , , , , , 
,Luke Haertle,South Dakota St.,AWAY,Oregon,Big Ten,0,0,Bench,0,25,5,10,1,2,3,6,2,4,1,0,2,0,14,0,71.489,0,32.195,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-14,16.5,0,0,"5,019",0,FALSE, , , , , , , , , , , , , , , , 
,Luke Haertle,South Dakota St.,HOME,Georgia St.,Sun Belt,0,0,Bench,0,15,1,2,0,0,2,2,0,0,3,0,3,4,4,0,14.55,0,32.195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,-12.5,0,0,"2,641",0,FALSE, , , , , , , , , , , , , , , , 
,Luke Haertle,South Dakota St.,NEUTRAL,Merrimack,MAAC,0,0,Bench,0,18,2,6,0,1,0,0,0,1,2,0,3,1,4,0,21.229,0,32.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-6.5,1,0,"1,784",0,FALSE, , , , , , , , , , , , , , , , 
,Matthew Mors,South Dakota St.,AWAY,Northern Iowa,Missouri Valley,0,0,Starter,1,20,1,2,0,1,0,0,1,0,1,0,2,4,2,0,23.772,0,32.195,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-7,10.5,0,0,"3,657",0,TRUE,1,20,1,2,0,1,0,0,1,0,1,0,2,4,2,Matthew Mors
,Matthew Mors,South Dakota St.,AWAY,Oregon,Big Ten,0,0,Starter,1,27,2,8,1,6,2,2,2,3,0,3,2,4,7,0,71.489,0,32.195,0,0,0,0,0,0,0,0,1,1,0,1,1,0,-14,16.5,0,0,"5,019",0,TRUE,1,27,2,8,1,6,2,2,2,3,0,3,2,4,7,Matthew Mors
,Matthew Mors,South Dakota St.,HOME,Georgia St.,Sun Belt,0,0,Starter,1,23,7,11,2,5,2,2,1,3,0,2,1,2,18,0,14.55,0,32.195,1,0,0,0,0,0,0,0,1,1,0,0,1,0,47,-12.5,0,0,"2,641",0,TRUE,1,23,7,11,2,5,2,2,1,3,0,2,1,2,18,Matthew Mors
,Matthew Mors,South Dakota St.,NEUTRAL,Merrimack,MAAC,0,0,Starter,1,31,4,9,0,0,8,9,4,5,3,3,1,3,16,0,21.229,0,32.195,1,0,0,0,0,0,0,0,1,1,0,0,1,0,9,-6.5,1,0,"1,784",0,TRUE,1,31,4,9,0,0,8,9,4,5,3,3,1,3,16,Matthew Mors
,Trey Buchanan,South Dakota St.,AWAY,Northern Iowa,Missouri Valley,0,0,Bench,0,12,0,3,0,3,0,0,1,1,0,0,3,1,0,0,23.772,0,32.195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,10.5,0,0,"3,657",0,TRUE,0,12,0,3,0,3,0,0,1,1,0,0,3,1,0,Trey Buchanan
,Trey Buchanan,South Dakota St.,AWAY,Oregon,Big Ten,0,0,Bench,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,71.489,0,32.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,16.5,0,0,"5,019",0,TRUE,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,Trey Buchanan
,Trey Buchanan,South Dakota St.,HOME,Georgia St.,Sun Belt,0,0,Bench,0,18,5,6,5,6,0,0,0,2,2,0,0,0,15,0,14.55,0,32.195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,-12.5,0,0,"2,641",0,TRUE,0,18,5,6,5,6,0,0,0,2,2,0,0,0,15,Trey Buchanan
,Trey Buchanan,South Dakota St.,NEUTRAL,Merrimack,MAAC,0,0,Bench,0,12,0,1,0,1,0,0,0,1,0,0,3,1,0,0,21.229,0,32.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-6.5,1,0,"1,784",0,TRUE,0,12,0,1,0,1,0,0,0,1,0,0,3,1,0,Trey Buchanan
South Florida,,,,,,,,,25,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,25,815,142,290,48,146,123,153,75,76,67,51,45,87,455,8
,Adriel Nyorha,South Florida,HOME,Coppin St.,MEAC,0,0,Bench,0,8,0,2,0,1,2,4,0,1,1,0,1,1,2,0,5.405,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-34.5,0,0,"3,208",0,FALSE, , , , , , , , , , , , , , , , 
,Caleb Sanders,South Florida,AWAY,Oklahoma St.,Big 12,0,0,Starter,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.403,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,3.5,1,0,"5,848",0,TRUE,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Caleb Sanders
,Caleb Sanders,South Florida,HOME,Florida A&M,SWAC,0,0,Starter,1,17,2,2,0,0,4,4,2,3,4,2,0,1,8,0,7.86,0,14.081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,-25.5,0,0,"6,531",0,TRUE,1,17,2,2,0,0,4,4,2,3,4,2,0,1,8,Caleb Sanders
,Caleb Sanders,South Florida,AWAY,Kennesaw St.,CUSA,0,0,Bench,0,19,1,3,1,3,3,4,2,0,0,0,2,2,6,0,22.125,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-4.5,0,0,"2,167",0,TRUE,0,19,1,3,1,3,3,4,2,0,0,0,2,2,6,Caleb Sanders
,Caleb Sanders,South Florida,HOME,Coppin St.,MEAC,0,0,Bench,0,16,4,7,2,3,2,3,2,0,1,1,1,1,12,0,5.405,0,14.081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-34.5,0,0,"3,208",0,TRUE,0,16,4,7,2,3,2,3,2,0,1,1,1,1,12,Caleb Sanders
,CJ Brown,South Florida,AWAY,Kennesaw St.,CUSA,0,0,Starter,1,26,3,10,0,2,4,7,5,0,4,1,2,4,10,0,22.125,0,14.081,1,0,0,0,0,0,0,0,0,0,0,1,1,0,19,-4.5,0,0,"2,167",0,TRUE,1,26,3,10,0,2,4,7,5,0,4,1,2,4,10,CJ Brown
,CJ Brown,South Florida,AWAY,Oklahoma St.,Big 12,0,0,Starter,1,36,9,11,1,1,5,5,1,2,10,3,4,3,24,0,10.403,0,14.081,2,1,0,0,0,1,1,0,0,0,0,0,1,1,-8,3.5,1,0,"5,848",0,TRUE,1,36,9,11,1,1,5,5,1,2,10,3,4,3,24,CJ Brown
,CJ Brown,South Florida,HOME,Florida A&M,SWAC,0,0,Starter,1,20,2,4,0,1,6,6,1,1,2,1,5,3,10,0,7.86,0,14.081,1,0,0,0,0,1,0,0,0,0,0,0,1,0,35,-25.5,0,0,"6,531",0,TRUE,1,20,2,4,0,1,6,6,1,1,2,1,5,3,10,CJ Brown
,CJ Brown,South Florida,HOME,Coppin St.,MEAC,0,0,Starter,1,18,3,5,0,1,5,6,0,3,4,1,1,3,11,0,5.405,0,14.081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-34.5,0,0,"3,208",0,TRUE,1,18,3,5,0,1,5,6,0,3,4,1,1,3,11,CJ Brown
,CJ Brown,South Florida,NEUTRAL,George Washington,A10,0,0,Starter,1,23,8,12,0,1,6,8,3,2,4,4,2,5,22,0,18.852,0,14.081,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-4,-1.5,1,0,0,0,TRUE,1,23,8,12,0,1,6,8,3,2,4,4,2,5,22,CJ Brown
,Daimion Collins,South Florida,AWAY,Kennesaw St.,CUSA,0,0,Bench,0,20,3,3,0,0,2,2,6,0,1,1,1,4,8,0,22.125,0,14.081,0,0,0,0,1,0,0,0,0,0,0,1,1,0,19,-4.5,0,0,"2,167",0,FALSE, , , , , , , , , , , , , , , , 
,Daimion Collins,South Florida,AWAY,Oklahoma St.,Big 12,0,0,Bench,0,11,1,3,0,1,1,2,4,2,0,0,0,3,3,0,10.403,0,14.081,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-8,3.5,1,0,"5,848",0,FALSE, , , , , , , , , , , , , , , , 
,Daimion Collins,South Florida,HOME,Florida A&M,SWAC,0,0,Bench,0,12,0,0,0,0,0,0,0,2,0,1,0,2,0,0,7.86,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-25.5,0,0,"6,531",0,FALSE, , , , , , , , , , , , , , , , 
,Daimion Collins,South Florida,HOME,Coppin St.,MEAC,0,0,Bench,0,23,2,4,0,2,1,2,1,4,1,5,0,4,5,0,5.405,0,14.081,0,0,0,0,0,0,0,0,0,1,0,1,1,0,50,-34.5,0,0,"3,208",0,FALSE, , , , , , , , , , , , , , , , 
,Daimion Collins,South Florida,NEUTRAL,George Washington,A10,0,0,Bench,0,10,1,2,0,0,1,2,1,4,0,0,1,3,3,0,18.852,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1.5,1,0,0,0,FALSE, , , , , , , , , , , , , , , , 
,Devin Haid,South Florida,HOME,Florida A&M,SWAC,0,0,Bench,0,7,0,1,0,0,2,2,0,1,0,0,1,1,2,0,7.86,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-25.5,0,0,"6,531",0,FALSE, , , , , , , , , , , , , , , , 
,Devin Haid,South Florida,HOME,Coppin St.,MEAC,0,0,Bench,0,9,0,1,0,1,0,0,0,1,1,1,1,1,0,0,5.405,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,-34.5,0,0,"3,208",0,FALSE, , , , , , , , , , , , , , , , 
,Gavin Hightower,South Florida,AWAY,Kennesaw St.,CUSA,0,0,Bench,0,14,4,5,0,0,1,3,2,0,3,1,2,2,9,0,22.125,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-4.5,0,0,"2,167",0,FALSE, , , , , , , , , , , , , , , , 
,Gavin Hightower,South Florida,AWAY,Oklahoma St.,Big 12,0,0,Bench,0,10,0,1,0,0,0,0,0,1,1,0,1,2,0,0,10.403,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,3.5,1,0,"5,848",0,FALSE, , , , , , , , , , , , , , , , 
,Gavin Hightower,South Florida,HOME,Florida A&M,SWAC,0,0,Bench,0,7,0,1,0,0,1,4,0,1,1,1,1,0,1,0,7.86,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,-25.5,0,0,"6,531",0,FALSE, , , , , , , , , , , , , , , , 
,Gavin Hightower,South Florida,HOME,Coppin St.,MEAC,0,0,Bench,0,7,3,3,0,0,1,2,2,2,2,1,1,4,7,0,5.405,0,14.081,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50,-34.5,0,0,"3,208",0,FALSE, , , , , , , , , , , , , , , , 
,Isaiah Jones,South Florida,AWAY,Kennesaw St.,CUSA,0,0,Bench,0,9,0,1,0,1,0,0,0,0,0,1,0,1,0,0,22.125,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-4.5,0,0,"2,167",0,TRUE,0,9,0,1,0,1,0,0,0,0,0,1,0,1,0,Isaiah Jones
,Isaiah Jones,South Florida,AWAY,Oklahoma St.,Big 12,0,0,Bench,0,29,4,10,4,9,2,2,2,4,1,3,1,5,14,0,10.403,0,14.081,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-8,3.5,1,0,"5,848",0,TRUE,0,29,4,10,4,9,2,2,2,4,1,3,1,5,14,Isaiah Jones
,Isaiah Jones,South Florida,HOME,Florida A&M,SWAC,0,0,Bench,0,21,4,5,2,3,2,3,1,1,1,2,0,0,12,0,7.86,0,14.081,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35,-25.5,0,0,"6,531",0,TRUE,0,21,4,5,2,3,2,3,1,1,1,2,0,0,12,Isaiah Jones
,Isaiah Jones,South Florida,HOME,Coppin St.,MEAC,0,0,Bench,0,20,2,4,1,3,0,0,0,2,1,0,0,2,5,0,5.405,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,-34.5,0,0,"3,208",0,TRUE,0,20,2,4,1,3,0,0,0,2,1,0,0,2,5,Isaiah Jones
,Isaiah Jones,South Florida,NEUTRAL,George Washington,A10,0,0,Bench,0,19,3,8,0,5,1,1,3,2,0,1,0,5,7,0,18.852,0,14.081,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-4,-1.5,1,0,0,0,TRUE,0,19,3,8,0,5,1,1,3,2,0,1,0,5,7,Isaiah Jones
,Izaiyah Nelson,South Florida,AWAY,Kennesaw St.,CUSA,0,0,Starter,1,29,6,10,0,2,6,6,11,0,2,1,0,4,18,0,22.125,0,14.081,2,1,0,0,0,1,0,0,1,0,0,1,1,0,19,-4.5,0,0,"2,167",0,TRUE,1,29,6,10,0,2,6,6,11,0,2,1,0,4,18,Izaiyah Nelson
,Izaiyah Nelson,South Florida,AWAY,Oklahoma St.,Big 12,0,0,Starter,1,11,5,2,0,0,1,3,2,5,0,0,2,5,11,0,10.403,0,14.081,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-8,3.5,1,0,"5,848",0,TRUE,1,11,5,2,0,0,1,3,2,5,0,0,2,5,11,Izaiyah Nelson
,Izaiyah Nelson,South Florida,HOME,Florida A&M,SWAC,0,0,Starter,1,17,4,6,0,0,8,9,4,6,0,1,2,2,16,0,7.86,0,14.081,2,1,0,0,0,0,0,1,1,0,0,0,0,0,35,-25.5,0,0,"6,531",0,TRUE,1,17,4,6,0,0,8,9,4,6,0,1,2,2,16,Izaiyah Nelson
,Izaiyah Nelson,South Florida,HOME,Coppin St.,MEAC,0,0,Starter,1,24,5,6,0,0,4,4,8,5,0,2,2,2,14,0,5.405,0,14.081,2,1,0,0,0,1,0,1,1,0,0,0,1,0,50,-34.5,0,0,"3,208",0,TRUE,1,24,5,6,0,0,4,4,8,5,0,2,2,2,14,Izaiyah Nelson
,Izaiyah Nelson,South Florida,NEUTRAL,George Washington,A10,0,0,Starter,1,28,4,8,0,0,6,8,1,6,0,2,4,4,14,0,18.852,0,14.081,1,0,0,0,0,0,0,1,0,0,0,1,1,0,-4,-1.5,1,0,0,0,TRUE,1,28,4,8,0,0,6,8,1,6,0,2,4,4,14,Izaiyah Nelson
,Joseph Pinion,South Florida,AWAY,Kennesaw St.,CUSA,0,0,Starter,1,19,5,7,3,3,11,12,1,0,1,1,1,4,24,0,22.125,0,14.081,1,0,0,0,0,0,0,0,0,0,0,1,0,1,19,-4.5,0,0,"2,167",0,TRUE,1,19,5,7,3,3,11,12,1,0,1,1,1,4,24,Joseph Pinion
,Joseph Pinion,South Florida,AWAY,Oklahoma St.,Big 12,0,0,Starter,1,31,6,11,6,11,2,4,1,0,1,4,3,4,20,0,10.403,0,14.081,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-8,3.5,1,0,"5,848",0,TRUE,1,31,6,11,6,11,2,4,1,0,1,4,3,4,20,Joseph Pinion
,Joseph Pinion,South Florida,HOME,Florida A&M,SWAC,0,0,Starter,1,24,4,13,1,8,0,0,1,4,1,1,0,4,9,0,7.86,0,14.081,0,0,0,0,0,0,0,0,0,0,0,1,1,0,35,-25.5,0,0,"6,531",0,TRUE,1,24,4,13,1,8,0,0,1,4,1,1,0,4,9,Joseph Pinion
,Joseph Pinion,South Florida,HOME,Coppin St.,MEAC,0,0,Starter,1,28,8,16,6,14,2,4,1,4,2,2,0,1,24,0,5.405,0,14.081,1,0,0,0,0,0,1,0,0,0,0,0,1,1,50,-34.5,0,0,"3,208",0,TRUE,1,28,8,16,6,14,2,4,1,4,2,2,0,1,24,Joseph Pinion
,Joseph Pinion,South Florida,NEUTRAL,George Washington,A10,0,0,Starter,1,39,3,18,1,13,0,0,5,2,1,3,1,0,7,0,18.852,0,14.081,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-4,-1.5,1,0,0,0,TRUE,1,39,3,18,1,13,0,0,5,2,1,3,1,0,7,Joseph Pinion
,Josh Omojafo,South Florida,AWAY,Kennesaw St.,CUSA,0,0,Starter,1,24,6,13,2,3,6,6,6,0,1,2,1,2,20,0,22.125,0,14.081,1,0,0,0,0,1,0,0,0,1,0,0,1,1,19,-4.5,0,0,"2,167",0,TRUE,1,24,6,13,2,3,6,6,6,0,1,2,1,2,20,Josh Omojafo
,Josh Omojafo,South Florida,AWAY,Oklahoma St.,Big 12,0,0,Starter,1,31,1,7,0,4,7,12,3,4,3,1,3,0,9,0,10.403,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,3.5,1,0,"5,848",0,TRUE,1,31,1,7,0,4,7,12,3,4,3,1,3,0,9,Josh Omojafo
,Josh Omojafo,South Florida,HOME,Coppin St.,MEAC,0,0,Starter,1,22,4,5,0,1,1,2,3,3,6,1,1,2,9,0,5.405,0,14.081,0,0,0,0,1,0,0,0,0,0,1,0,1,0,50,-34.5,0,0,"3,208",0,TRUE,1,22,4,5,0,1,1,2,3,3,6,1,1,2,9,Josh Omojafo
,Josh Omojafo,South Florida,NEUTRAL,George Washington,A10,0,0,Starter,1,36,9,14,3,5,12,14,2,5,3,3,2,2,33,0,18.852,0,14.081,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-4,-1.5,1,0,0,0,TRUE,1,36,9,14,3,5,12,14,2,5,3,3,2,2,33,Josh Omojafo
,Josh Omojafo,South Florida,HOME,Florida A&M,SWAC,0,0,Bench,0,22,4,6,1,2,8,8,0,5,5,2,1,3,17,0,7.86,0,14.081,1,0,0,0,0,1,0,0,0,0,1,0,1,0,35,-25.5,0,0,"6,531",0,TRUE,0,22,4,6,1,2,8,8,0,5,5,2,1,3,17,Josh Omojafo
,Wes Enis,South Florida,AWAY,Kennesaw St.,CUSA,0,0,Starter,1,40,3,10,2,6,5,6,2,0,3,0,0,2,13,0,22.125,0,14.081,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,-4.5,0,0,"2,167",0,TRUE,1,40,3,10,2,6,5,6,2,0,3,0,0,2,13,Wes Enis
,Wes Enis,South Florida,HOME,Florida A&M,SWAC,0,0,Starter,1,32,8,19,5,13,1,2,1,1,2,2,2,1,22,0,7.86,0,14.081,1,0,0,0,0,0,1,0,0,0,0,0,1,1,35,-25.5,0,0,"6,531",0,TRUE,1,32,8,19,5,13,1,2,1,1,2,2,2,1,22,Wes Enis
,Wes Enis,South Florida,HOME,Coppin St.,MEAC,0,0,Starter,1,20,4,12,3,10,0,0,1,1,1,1,0,1,11,0,5.405,0,14.081,1,0,0,0,0,0,0,0,0,0,0,0,1,0,50,-34.5,0,0,"3,208",0,TRUE,1,20,4,12,3,10,0,0,1,1,1,1,0,1,11,Wes Enis
,Wes Enis,South Florida,NEUTRAL,George Washington,A10,0,0,Starter,1,24,1,6,0,5,1,2,0,0,2,0,1,5,3,0,18.852,0,14.081,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-4,-1.5,1,0,0,0,TRUE,1,24,1,6,0,5,1,2,0,0,2,0,1,5,3,Wes Enis
,Wes Enis,South Florida,AWAY,Oklahoma St.,Big 12,0,0,Bench,0,37,7,19,4,13,2,2,0,5,1,2,1,4,20,0,10.403,0,14.081,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-8,3.5,1,0,"5,848",0,TRUE,0,37,7,19,4,13,2,2,0,5,1,2,1,4,20,Wes Enis
,Xavier Brown,South Florida,HOME,Florida A&M,SWAC,0,0,Bench,0,14,0,3,0,0,2,2,0,1,3,0,0,3,2,0,7.86,0,14.081,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,-25.5,0,0,"6,531",0,FALSE, , , , , , , , , , , , , , , , 
,Xavier Brown,South Florida,NEUTRAL,George Washington,A10,0,0,Bench,0,18,2,4,2,4,0,2,0,0,1,0,1,3,6,0,18.852,0,14.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1.5,1,0,0,0,FALSE, , , , , , , , , , , , , , , , 
Southeast Missouri St.,,,,,,,,,20,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,20,649,99,226,24,78,53,75,16,57,38,24,47,70,275,8
,BJ Ward,Southeast Missouri St.,AWAY,Saint Louis,A10,0,0,Starter,1,32,5,14,2,4,4,6,1,1,3,1,1,2,16,0,27.591,0,20.152,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-25,19.5,0,0,"5,364",0,TRUE,1,32,5,14,2,4,4,6,1,1,3,1,1,2,16,BJ Ward
,BJ Ward,Southeast Missouri St.,AWAY,Missouri,SEC,0,0,Starter,1,37,2,9,0,2,0,0,1,1,7,1,3,2,4,0,25.617,0,20.152,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5,25.5,1,0,"11,314",0,TRUE,1,37,2,9,0,2,0,0,1,1,7,1,3,2,4,BJ Ward
,BJ Ward,Southeast Missouri St.,AWAY,Iowa,Big Ten,0,0,Starter,1,33,3,8,1,3,1,2,0,0,5,0,3,2,8,0,21.863,0,20.152,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-29,36.5,0,0,"9,302",0,TRUE,1,33,3,8,1,3,1,2,0,0,5,0,3,2,8,BJ Ward
,BJ Ward,Southeast Missouri St.,HOME,St. Thomas,Summit,0,0,Starter,1,29,9,18,1,6,0,0,0,2,2,0,2,1,19,0,23.019,0,20.152,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-12,2.5,0,0,"1,750",0,TRUE,1,29,9,18,1,6,0,0,0,2,2,0,2,1,19,BJ Ward
,Blaize Sagna,Southeast Missouri St.,AWAY,Iowa,Big Ten,0,0,Bench,0,6,1,2,0,0,0,0,0,1,0,0,0,1,2,0,21.863,0,20.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,36.5,0,0,"9,302",0,FALSE, , , , , , , , , , , , , , , , 
,Blaize Sagna,Southeast Missouri St.,HOME,St. Thomas,Summit,0,0,Bench,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.019,0,20.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,2.5,0,0,"1,750",0,FALSE, , , , , , , , , , , , , , , , 
,Braxton Stacker,Southeast Missouri St.,AWAY,Saint Louis,A10,0,0,Starter,1,30,4,8,1,3,3,3,0,2,0,3,2,1,12,0,27.591,0,20.152,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-25,19.5,0,0,"5,364",0,TRUE,1,30,4,8,1,3,3,3,0,2,0,3,2,1,12,Braxton Stacker
,Braxton Stacker,Southeast Missouri St.,AWAY,Missouri,SEC,0,0,Starter,1,32,8,14,3,8,7,7,1,5,2,2,3,4,26,0,25.617,0,20.152,1,0,0,0,0,1,0,1,0,0,0,1,1,1,-5,25.5,1,0,"11,314",0,TRUE,1,32,8,14,3,8,7,7,1,5,2,2,3,4,26,Braxton Stacker
