,Players,Team,Location,Opponent,Opponent Conference,Power,Top 25,,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,OPP ACTIVE VALUE,OPP HISTORICAL VALUE,TEAM ACTIVE VALUE,TEAM HISTORICAL VALUE,Doubles,Double Doube,Triple Double,0-3+ FG,Perfect 2 FG min 3,Perfect 3 FG min 3,Points Leader,Def Reb Leader,Off Reb Leader,Steal Leader,Assist Leader,Foul Trouble,20+ minutes,20+ points,SM,Line,Clutch ,Overtime,Attendance,Player Points,Top 7,STR,Min,FGM,FGA,3M,3A,FTM,FTA,OReb,DReb,AST,STL,TO,PF,PTS,Player Name
Team:,,,,,,,,,Sum:,Sum:,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sum:,,,,,,,,,,,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Sum:,Count (Unique):
,Joshua O’Garro,Cal St. Northridge,AWAY,North Dakota,Summit,0,0,Starter,1,36,7,13,0,2,2,3,12,2,4,1,0,1,16,0,10.824,0,15.796,2,1,0,0,0,0,0,0,1,0,0,0,1,0,8,-6.5,1,0,"1,479",0,TRUE,1,36,7,13,0,2,2,3,12,2,4,1,0,1,16,Joshua O’Garro
,Joshua O’Garro,Cal St. Northridge,AWAY,Northern Iowa,Missouri Valley,0,0,Starter,1,31,1,8,1,4,0,0,1,4,1,1,3,1,3,0,23.772,0,15.796,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-29,9.5,0,0,"3,173",0,TRUE,1,31,1,8,1,4,0,0,1,4,1,1,3,1,3,Joshua O’Garro
,Joshua O’Garro,Cal St. Northridge,AWAY,North Dakota St.,Summit,0,0,Starter,1,26,5,11,0,2,3,5,3,3,2,2,1,4,13,0,12.565,0,15.796,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-22,4.5,0,0,1005,0,TRUE,1,26,5,11,0,2,3,5,3,3,2,2,1,4,13,Joshua O’Garro
,Joshua O’Garro,Cal St. Northridge,HOME,Troy,Sun Belt,0,0,Starter,1,34,9,14,2,5,3,4,11,4,4,2,1,1,23,0,34.931,0,15.796,2,1,0,0,0,0,1,0,1,0,0,0,1,1,9,4.5,1,0,659,0,TRUE,1,34,9,14,2,5,3,4,11,4,4,2,1,1,23,Joshua O’Garro
,Josiah Davis,Cal St. Northridge,AWAY,Northern Iowa,Missouri Valley,0,0,Starter,1,29,0,8,0,0,9,10,1,3,6,1,10,1,9,0,23.772,0,15.796,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-29,9.5,0,0,"3,173",0,TRUE,1,29,0,8,0,0,9,10,1,3,6,1,10,1,9,Josiah Davis
,Josiah Davis,Cal St. Northridge,AWAY,North Dakota,Summit,0,0,Starter,1,38,8,14,0,0,9,11,2,2,6,1,7,2,25,0,10.824,0,15.796,1,0,0,0,0,0,1,0,0,0,1,0,1,1,8,-6.5,1,0,"1,479",0,TRUE,1,38,8,14,0,0,9,11,2,2,6,1,7,2,25,Josiah Davis
,Josiah Davis,Cal St. Northridge,AWAY,North Dakota St.,Summit,0,0,Starter,1,32,2,8,0,0,2,2,5,5,3,0,7,2,6,0,12.565,0,15.796,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-22,4.5,0,0,1005,0,TRUE,1,32,2,8,0,0,2,2,5,5,3,0,7,2,6,Josiah Davis
,Josiah Davis,Cal St. Northridge,HOME,Troy,Sun Belt,0,0,Starter,1,35,8,14,0,1,4,5,6,5,6,0,0,1,20,0,34.931,0,15.796,2,1,0,0,0,0,0,0,0,0,1,0,1,1,9,4.5,1,0,659,0,TRUE,1,35,8,14,0,1,4,5,6,5,6,0,0,1,20,Josiah Davis
,Larry Hughes II,Cal St. Northridge,AWAY,Northern Iowa,Missouri Valley,0,0,Starter,1,29,8,14,4,8,1,3,0,2,0,1,0,2,21,0,23.772,0,15.796,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-29,9.5,0,0,"3,173",0,TRUE,1,29,8,14,4,8,1,3,0,2,0,1,0,2,21,Larry Hughes II
,Larry Hughes II,Cal St. Northridge,AWAY,North Dakota,Summit,0,0,Starter,1,22,7,9,6,7,3,4,1,1,0,1,2,5,23,0,10.824,0,15.796,1,0,0,0,0,0,0,0,0,0,0,1,1,1,8,-6.5,1,0,"1,479",0,TRUE,1,22,7,9,6,7,3,4,1,1,0,1,2,5,23,Larry Hughes II
,Larry Hughes II,Cal St. Northridge,AWAY,North Dakota St.,Summit,0,0,Starter,1,36,6,13,3,8,3,3,0,2,0,1,2,0,18,0,12.565,0,15.796,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-22,4.5,0,0,1005,0,TRUE,1,36,6,13,3,8,3,3,0,2,0,1,2,0,18,Larry Hughes II
,Larry Hughes II,Cal St. Northridge,HOME,Troy,Sun Belt,0,0,Starter,1,27,4,9,3,4,4,5,5,0,2,0,0,2,15,0,34.931,0,15.796,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4.5,1,0,659,0,TRUE,1,27,4,9,3,4,4,5,5,0,2,0,0,2,15,Larry Hughes II
,Mahmoud Fofana,Cal St. Northridge,AWAY,Northern Iowa,Missouri Valley,0,0,Starter,1,27,3,3,0,0,2,4,2,7,0,2,2,1,8,0,23.772,0,15.796,0,0,0,0,1,0,0,1,1,0,0,0,1,0,-29,9.5,0,0,"3,173",0,TRUE,1,27,3,3,0,0,2,4,2,7,0,2,2,1,8,Mahmoud Fofana
,Mahmoud Fofana,Cal St. Northridge,AWAY,North Dakota,Summit,0,0,Starter,1,35,3,9,0,1,3,9,5,5,1,0,2,4,9,0,10.824,0,15.796,1,0,0,0,0,0,0,1,0,0,0,1,1,0,8,-6.5,1,0,"1,479",0,TRUE,1,35,3,9,0,1,3,9,5,5,1,0,2,4,9,Mahmoud Fofana
,Mahmoud Fofana,Cal St. Northridge,AWAY,North Dakota St.,Summit,0,0,Starter,1,30,5,10,1,1,1,1,3,3,2,2,0,3,12,0,12.565,0,15.796,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-22,4.5,0,0,1005,0,TRUE,1,30,5,10,1,1,1,1,3,3,2,2,0,3,12,Mahmoud Fofana
,Mahmoud Fofana,Cal St. Northridge,HOME,Troy,Sun Belt,0,0,Starter,1,32,4,6,0,0,0,0,7,2,0,1,2,4,8,0,34.931,0,15.796,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,4.5,1,0,659,0,TRUE,1,32,4,6,0,0,0,0,7,2,0,1,2,4,8,Mahmoud Fofana
California,,,,,,,,,30,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,30,1025,162,322,55,148,94,121,49,125,88,27,41,81,473,8
,Chris Bell,California,AWAY,Kansas St.,Big 12,1,0,Starter,1,29,9,13,7,9,2,2,0,1,2,0,1,2,27,0,16.237,0,-19.144,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-3,6.5,1,0,"7,521",0,TRUE,1,29,9,13,7,9,2,2,0,1,2,0,1,2,27,Chris Bell
,Chris Bell,California,HOME,Cal St. Bakersfield,Big West,1,0,Starter,1,22,1,5,1,4,2,3,1,0,2,0,3,1,5,0,8.446,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,-15.5,0,0,3143,0,TRUE,1,22,1,5,1,4,2,3,1,0,2,0,3,1,5,Chris Bell
,Chris Bell,California,HOME,Wright St.,Horizon,1,0,Starter,1,24,3,7,0,4,6,6,0,6,1,0,1,1,12,0,18.506,0,-19.144,1,0,0,0,1,1,0,0,0,0,0,0,1,0,10,-14.5,1,0,"2,172",0,TRUE,1,24,3,7,0,4,6,6,0,6,1,0,1,1,12,Chris Bell
,Chris Bell,California,HOME,Cal St. Fullerton,Big West,1,0,Starter,1,28,4,13,1,5,6,6,2,5,1,0,0,1,15,0,13.845,0,-19.144,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,-22.5,0,0,"2,377",0,TRUE,1,28,4,13,1,5,6,6,2,5,1,0,0,1,15,Chris Bell
,Chris Bell,California,HOME,Presbyterian,Big South,1,0,Starter,1,31,6,12,2,6,0,0,0,2,0,0,0,1,14,0,19.034,0,-19.144,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,-22.5,1,0,"1,894",0,TRUE,1,31,6,12,2,6,0,0,0,2,0,0,0,1,14,Chris Bell
,Chris Bell,California,HOME,Sacramento St.,Big Sky,1,0,Starter,1,28,7,11,3,7,4,4,0,1,2,1,1,2,21,0,2.883,0,-19.144,1,0,0,0,1,1,1,0,0,0,0,0,1,1,24,-21.5,0,0,"4,295",0,TRUE,1,28,7,11,3,7,4,4,0,1,2,1,1,2,21,Chris Bell
,Dai Dai Ames,California,AWAY,Kansas St.,Big 12,1,0,Starter,1,32,9,13,5,6,2,2,1,7,3,5,0,3,25,0,16.237,0,-19.144,1,0,0,0,0,0,0,1,0,1,0,0,1,1,-3,6.5,1,0,"7,521",0,TRUE,1,32,9,13,5,6,2,2,1,7,3,5,0,3,25,Dai Dai Ames
,Dai Dai Ames,California,HOME,Cal St. Bakersfield,Big West,1,0,Starter,1,29,9,15,0,3,0,1,0,3,4,0,2,2,18,0,8.446,0,-19.144,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27,-15.5,0,0,3143,0,TRUE,1,29,9,15,0,3,0,1,0,3,4,0,2,2,18,Dai Dai Ames
,Dai Dai Ames,California,HOME,Wright St.,Horizon,1,0,Starter,1,31,8,13,3,5,4,4,0,3,2,0,1,0,23,0,18.506,0,-19.144,1,0,0,0,0,1,1,0,0,0,0,0,1,1,10,-14.5,1,0,"2,172",0,TRUE,1,31,8,13,3,5,4,4,0,3,2,0,1,0,23,Dai Dai Ames
,Dai Dai Ames,California,HOME,Cal St. Fullerton,Big West,1,0,Starter,1,34,7,14,6,7,4,4,0,3,3,1,0,2,24,0,13.845,0,-19.144,1,0,0,0,0,1,1,0,0,0,0,0,1,1,28,-22.5,0,0,"2,377",0,TRUE,1,34,7,14,6,7,4,4,0,3,3,1,0,2,24,Dai Dai Ames
,Dai Dai Ames,California,HOME,Presbyterian,Big South,1,0,Starter,1,34,3,8,1,3,0,0,0,1,1,0,3,0,7,0,19.034,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,-22.5,1,0,"1,894",0,TRUE,1,34,3,8,1,3,0,0,0,1,1,0,3,0,7,Dai Dai Ames
,Dai Dai Ames,California,HOME,Sacramento St.,Big Sky,1,0,Starter,1,31,7,14,2,8,0,2,1,3,4,1,1,3,16,0,2.883,0,-19.144,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24,-21.5,0,0,"4,295",0,TRUE,1,31,7,14,2,8,0,2,1,3,4,1,1,3,16,Dai Dai Ames
,Dhiaukuei Manyiel Dut,California,AWAY,Kansas St.,Big 12,1,0,Bench,0,13,1,1,0,0,0,0,3,0,1,1,3,3,2,0,16.237,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,6.5,1,0,"7,521",0,FALSE, , , , , , , , , , , , , , , , 
,Dhiaukuei Manyiel Dut,California,HOME,Sacramento St.,Big Sky,1,0,Bench,0,6,0,2,0,1,0,0,0,0,0,0,0,2,0,0,2.883,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-21.5,0,0,"4,295",0,FALSE, , , , , , , , , , , , , , , , 
,John Camden,California,AWAY,Kansas St.,Big 12,1,0,Starter,1,32,2,5,1,3,0,0,4,3,1,1,0,2,5,0,16.237,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,6.5,1,0,"7,521",0,TRUE,1,32,2,5,1,3,0,0,4,3,1,1,0,2,5,John Camden
,John Camden,California,HOME,Cal St. Bakersfield,Big West,1,0,Starter,1,24,7,11,3,7,5,5,0,3,2,1,0,4,22,0,8.446,0,-19.144,1,0,0,0,1,1,1,0,0,0,0,1,1,1,27,-15.5,0,0,3143,0,TRUE,1,24,7,11,3,7,5,5,0,3,2,1,0,4,22,John Camden
,John Camden,California,HOME,Wright St.,Horizon,1,0,Starter,1,35,3,8,2,6,4,4,1,8,0,0,1,3,12,0,18.506,0,-19.144,1,0,0,0,0,1,0,1,0,0,0,0,1,0,10,-14.5,1,0,"2,172",0,TRUE,1,35,3,8,2,6,4,4,1,8,0,0,1,3,12,John Camden
,John Camden,California,HOME,Cal St. Fullerton,Big West,1,0,Starter,1,28,6,15,3,10,1,1,1,1,1,1,0,0,16,0,13.845,0,-19.144,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28,-22.5,0,0,"2,377",0,TRUE,1,28,6,15,3,10,1,1,1,1,1,1,0,0,16,John Camden
,John Camden,California,HOME,Presbyterian,Big South,1,0,Starter,1,30,6,12,2,6,6,7,2,2,1,0,2,2,20,0,19.034,0,-19.144,1,0,0,0,0,0,1,0,0,0,0,0,1,1,10,-22.5,1,0,"1,894",0,TRUE,1,30,6,12,2,6,6,7,2,2,1,0,2,2,20,John Camden
,John Camden,California,HOME,Sacramento St.,Big Sky,1,0,Starter,1,28,5,12,4,10,0,0,1,2,5,1,0,2,14,0,2.883,0,-19.144,1,0,0,0,0,0,0,0,0,0,1,0,1,0,24,-21.5,0,0,"4,295",0,TRUE,1,28,5,12,4,10,0,0,1,2,5,1,0,2,14,John Camden
,Justin Pippen,California,AWAY,Kansas St.,Big 12,1,0,Starter,1,27,4,10,1,4,5,6,2,4,4,2,1,1,14,0,16.237,0,-19.144,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,6.5,1,0,"7,521",0,TRUE,1,27,4,10,1,4,5,6,2,4,4,2,1,1,14,Justin Pippen
,Justin Pippen,California,HOME,Cal St. Bakersfield,Big West,1,0,Starter,1,35,5,10,1,5,4,8,0,3,7,1,4,2,15,0,8.446,0,-19.144,1,0,0,0,0,0,0,0,0,0,1,0,1,0,27,-15.5,0,0,3143,0,TRUE,1,35,5,10,1,5,4,8,0,3,7,1,4,2,15,Justin Pippen
,Justin Pippen,California,HOME,Wright St.,Horizon,1,0,Starter,1,33,3,12,0,4,8,8,1,8,4,2,4,2,14,0,18.506,0,-19.144,1,0,0,0,0,1,0,1,0,1,1,0,1,0,10,-14.5,1,0,"2,172",0,TRUE,1,33,3,12,0,4,8,8,1,8,4,2,4,2,14,Justin Pippen
,Justin Pippen,California,HOME,Cal St. Fullerton,Big West,1,0,Starter,1,29,2,8,1,3,9,11,1,8,6,2,1,3,14,0,13.845,0,-19.144,1,0,0,0,0,0,0,1,0,1,1,0,1,0,28,-22.5,0,0,"2,377",0,TRUE,1,29,2,8,1,3,9,11,1,8,6,2,1,3,14,Justin Pippen
,Justin Pippen,California,HOME,Presbyterian,Big South,1,0,Starter,1,34,1,3,0,1,2,4,0,3,6,1,1,1,4,0,19.034,0,-19.144,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,-22.5,1,0,"1,894",0,TRUE,1,34,1,3,0,1,2,4,0,3,6,1,1,1,4,Justin Pippen
,Justin Pippen,California,HOME,Sacramento St.,Big Sky,1,0,Starter,1,28,5,11,3,8,3,5,2,4,5,2,2,2,16,0,2.883,0,-19.144,1,0,0,0,0,0,0,0,0,1,1,0,1,0,24,-21.5,0,0,"4,295",0,TRUE,1,28,5,11,3,8,3,5,2,4,5,2,2,2,16,Justin Pippen
,Lee Dort,California,AWAY,Kansas St.,Big 12,1,0,Starter,1,19,5,8,0,0,0,0,3,0,2,0,0,5,10,0,16.237,0,-19.144,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3,6.5,1,0,"7,521",0,TRUE,1,19,5,8,0,0,0,0,3,0,2,0,0,5,10,Lee Dort
,Lee Dort,California,HOME,Cal St. Bakersfield,Big West,1,0,Starter,1,25,5,7,0,0,5,6,3,6,4,0,1,4,15,0,8.446,0,-19.144,1,0,0,0,0,0,0,1,0,0,0,1,1,0,27,-15.5,0,0,3143,0,TRUE,1,25,5,7,0,0,5,6,3,6,4,0,1,4,15,Lee Dort
,Lee Dort,California,HOME,Wright St.,Horizon,1,0,Starter,1,25,3,5,0,0,2,4,2,5,0,0,1,4,8,0,18.506,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,-14.5,1,0,"2,172",0,TRUE,1,25,3,5,0,0,2,4,2,5,0,0,1,4,8,Lee Dort
,Lee Dort,California,HOME,Cal St. Fullerton,Big West,1,0,Starter,1,24,2,3,0,0,3,4,3,5,3,0,2,3,7,0,13.845,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,-22.5,0,0,"2,377",0,TRUE,1,24,2,3,0,0,3,4,3,5,3,0,2,3,7,Lee Dort
,Lee Dort,California,HOME,Presbyterian,Big South,1,0,Starter,1,32,7,9,0,0,1,2,1,6,1,0,1,2,15,0,19.034,0,-19.144,1,0,0,0,0,0,0,1,0,0,0,0,1,0,10,-22.5,1,0,"1,894",0,TRUE,1,32,7,9,0,0,1,2,1,6,1,0,1,2,15,Lee Dort
,Lee Dort,California,HOME,Sacramento St.,Big Sky,1,0,Starter,1,13,3,4,0,0,1,3,1,3,1,0,1,5,7,0,2.883,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,-21.5,0,0,"4,295",0,TRUE,1,13,3,4,0,0,1,3,1,3,1,0,1,5,7,Lee Dort
,Mantas Kocanas,California,AWAY,Kansas St.,Big 12,1,0,Bench,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.237,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,6.5,1,0,"7,521",0,FALSE, , , , , , , , , , , , , , , , 
,Mantas Kocanas,California,HOME,Sacramento St.,Big Sky,1,0,Bench,0,5,0,2,0,0,1,2,0,1,0,0,3,2,1,0,2.883,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-21.5,0,0,"4,295",0,FALSE, , , , , , , , , , , , , , , , 
,Milos Ilic,California,AWAY,Kansas St.,Big 12,1,0,Bench,0,7,1,2,0,0,0,1,1,0,1,2,0,1,2,0,16.237,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,6.5,1,0,"7,521",0,FALSE, , , , , , , , , , , , , , , , 
,Milos Ilic,California,HOME,Cal St. Bakersfield,Big West,1,0,Bench,0,12,2,3,0,0,0,0,1,0,0,1,0,2,4,0,8.446,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-15.5,0,0,3143,0,FALSE, , , , , , , , , , , , , , , , 
,Milos Ilic,California,HOME,Wright St.,Horizon,1,0,Bench,0,15,0,3,0,0,0,0,4,0,1,0,0,2,0,0,18.506,0,-19.144,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,-14.5,1,0,"2,172",0,FALSE, , , , , , , , , , , , , , , , 
,Milos Ilic,California,HOME,Cal St. Fullerton,Big West,1,0,Bench,0,14,2,3,0,1,2,2,3,0,0,0,0,2,6,0,13.845,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-22.5,0,0,"2,377",0,FALSE, , , , , , , , , , , , , , , , 
,Milos Ilic,California,HOME,Presbyterian,Big South,1,0,Bench,0,8,1,3,0,0,0,1,1,2,0,0,0,1,2,0,19.034,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-22.5,1,0,"1,894",0,FALSE, , , , , , , , , , , , , , , , 
,Milos Ilic,California,HOME,Sacramento St.,Big Sky,1,0,Bench,0,19,1,1,0,0,0,1,0,7,1,0,2,3,2,0,2.883,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-21.5,0,0,"4,295",0,FALSE, , , , , , , , , , , , , , , , 
,Nolan Dorsey,California,AWAY,Kansas St.,Big 12,1,0,Bench,0,16,2,5,1,4,0,0,3,1,1,0,0,1,5,0,16.237,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,6.5,1,0,"7,521",0,TRUE,0,16,2,5,1,4,0,0,3,1,1,0,0,1,5,Nolan Dorsey
,Nolan Dorsey,California,HOME,Cal St. Bakersfield,Big West,1,0,Bench,0,18,1,3,0,2,0,0,0,0,0,0,1,3,2,0,8.446,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-15.5,0,0,3143,0,TRUE,0,18,1,3,0,2,0,0,0,0,0,0,1,3,2,Nolan Dorsey
,Nolan Dorsey,California,HOME,Wright St.,Horizon,1,0,Bench,0,22,1,2,0,1,2,2,0,1,0,1,1,1,4,0,18.506,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,-14.5,1,0,"2,172",0,TRUE,0,22,1,2,0,1,2,2,0,1,0,1,1,1,4,Nolan Dorsey
,Nolan Dorsey,California,HOME,Cal St. Fullerton,Big West,1,0,Bench,0,21,1,3,0,2,0,0,2,0,2,1,0,1,2,0,13.845,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,-22.5,0,0,"2,377",0,TRUE,0,21,1,3,0,2,0,0,2,0,2,1,0,1,2,Nolan Dorsey
,Rytis Petraitis,California,AWAY,Kansas St.,Big 12,1,0,Bench,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16.237,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,6.5,1,0,"7,521",0,TRUE,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,Rytis Petraitis
,Rytis Petraitis,California,HOME,Cal St. Bakersfield,Big West,1,0,Bench,0,15,1,2,0,1,2,2,2,2,1,2,0,2,4,0,8.446,0,-19.144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,-15.5,0,0,3143,0,TRUE,0,15,1,2,0,1,2,2,2,2,1,2,0,2,4,Rytis Petraitis
,Rytis Petraitis,California,HOME,Wright St.,Horizon,1,0,Bench,0,15,2,5,0,1,0,3,1,1,3,0,0,3,4,0,18.506,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-14.5,1,0,"2,172",0,TRUE,0,15,2,5,0,1,0,3,1,1,3,0,0,3,4,Rytis Petraitis
,Rytis Petraitis,California,HOME,Cal St. Fullerton,Big West,1,0,Bench,0,17,2,5,0,1,1,2,2,3,1,1,1,2,5,0,13.845,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-22.5,0,0,"2,377",0,TRUE,0,17,2,5,0,1,1,2,2,3,1,1,1,2,5,Rytis Petraitis
,Rytis Petraitis,California,HOME,Presbyterian,Big South,1,0,Bench,0,19,2,3,1,1,0,0,3,1,1,0,2,1,5,0,19.034,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-22.5,1,0,"1,894",0,TRUE,0,19,2,3,1,1,0,0,3,1,1,0,2,1,5,Rytis Petraitis
,Rytis Petraitis,California,HOME,Sacramento St.,Big Sky,1,0,Bench,0,20,3,3,1,1,0,0,2,7,0,0,1,2,7,0,2.883,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,-21.5,0,0,"4,295",0,TRUE,0,20,3,3,1,1,0,0,2,7,0,0,1,2,7,Rytis Petraitis
,Semetri Carr,California,AWAY,Kansas St.,Big 12,1,0,Bench,0,16,2,5,0,2,2,3,6,5,0,0,0,2,6,0,16.237,0,-19.144,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-3,6.5,1,0,"7,521",0,FALSE, , , , , , , , , , , , , , , , 
,Semetri Carr,California,HOME,Cal St. Bakersfield,Big West,1,0,Bench,0,13,0,0,0,0,0,0,1,1,0,0,0,1,0,0,8.446,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-15.5,0,0,3143,0,FALSE, , , , , , , , , , , , , , , , 
,Semetri Carr,California,HOME,Presbyterian,Big South,1,0,Bench,0,12,0,1,0,0,0,2,0,0,1,1,0,1,0,0,19.034,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-22.5,1,0,"1,894",0,FALSE, , , , , , , , , , , , , , , , 
,Semetri Carr,California,HOME,Sacramento St.,Big Sky,1,0,Bench,0,18,2,5,2,3,1,2,0,1,2,1,0,2,7,0,2.883,0,-19.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,-21.5,0,0,"4,295",0,FALSE, , , , , , , , , , , , , , , , 
Campbell,,,,,,,,,25,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,25,956,117,267,26,89,114,153,69,89,44,32,67,95,374,8
,Cam Gregory,Campbell,AWAY,Wisconsin,Big Ten,0,0,Starter,1,27,0,3,0,3,0,0,0,3,4,1,4,4,0,0,55.763,0,10.836,0,0,0,1,0,0,0,0,0,0,1,1,1,0,-32,20.5,0,0,13695,0,TRUE,1,27,0,3,0,3,0,0,0,3,4,1,4,4,0,Cam Gregory
,Cam Gregory,Campbell,AWAY,West Virginia,Big 12,0,0,Starter,1,33,2,4,1,2,4,4,1,2,2,1,1,4,9,0,2.488,0,10.836,0,0,0,0,0,1,0,0,0,1,0,1,1,0,-8,15.5,1,0,"9,251",0,TRUE,1,33,2,4,1,2,4,4,1,2,2,1,1,4,9,Cam Gregory
,Cam Gregory,Campbell,AWAY,Weber St.,Big Sky,0,0,Starter,1,29,1,8,0,5,2,2,0,3,1,1,2,4,4,0,13.897,0,10.836,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-6,1.5,1,0,"2,224",0,TRUE,1,29,1,8,0,5,2,2,0,3,1,1,2,4,4,Cam Gregory
,Cam Gregory,Campbell,HOME,Western Michigan,MAC,0,0,Starter,1,32,2,5,1,4,0,0,4,0,4,0,1,5,5,0,6.734,0,10.836,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,-9.5,0,0,"1,392",0,TRUE,1,32,2,5,1,4,0,0,4,0,4,0,1,5,5,Cam Gregory
,Cam Gregory,Campbell,NEUTRAL,UT Arlington,WAC,0,0,Starter,1,38,2,5,1,3,1,2,3,3,3,1,1,4,6,0,9.951,0,10.836,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1.5,1,0,307,0,TRUE,1,38,2,5,1,3,1,2,3,3,3,1,1,4,6,Cam Gregory
,Chris Fields Jr.,Campbell,AWAY,Weber St.,Big Sky,0,0,Starter,1,27,5,6,0,0,8,9,2,2,1,1,4,4,18,0,13.897,0,10.836,1,0,0,0,0,0,0,0,0,0,0,1,1,0,-6,1.5,1,0,"2,224",0,TRUE,1,27,5,6,0,0,8,9,2,2,1,1,4,4,18,Chris Fields Jr.
,Chris Fields Jr.,Campbell,NEUTRAL,UT Arlington,WAC,0,0,Starter,1,24,3,6,0,0,3,4,1,4,0,0,3,4,9,0,9.951,0,10.836,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1.5,1,0,307,0,TRUE,1,24,3,6,0,0,3,4,1,4,0,0,3,4,9,Chris Fields Jr.
,Chris Fields Jr.,Campbell,AWAY,Wisconsin,Big Ten,0,0,Bench,0,20,3,9,0,1,7,9,4,1,0,4,3,2,13,0,55.763,0,10.836,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-32,20.5,0,0,13695,0,TRUE,0,20,3,9,0,1,7,9,4,1,0,4,3,2,13,Chris Fields Jr.
,Chris Fields Jr.,Campbell,AWAY,West Virginia,Big 12,0,0,Bench,0,21,3,11,0,0,4,4,7,8,1,0,1,1,10,0,2.488,0,10.836,2,1,0,0,0,1,0,1,1,0,0,0,1,0,-8,15.5,1,0,"9,251",0,TRUE,0,21,3,11,0,0,4,4,7,8,1,0,1,1,10,Chris Fields Jr.
