Teams,Coach Name,Conference,,Wins,Losses,Games Dropping D2,WIN_PERC,Championship Criteria,Upset Twice,Winless March,Points,Points_RANK,SM,FGM,FGA,FGA/G,FG_PERC,FG_PERC_Rank,FGM/G,FGM/G_Rank,FG3sM,FG3sA,FG3_PERC,FG3_PERC_Rank,FG3M/G,FG3M/G_Rank,% of Points from 3,% of Points from 3_RANK,% of shots taken from 3,% of shots taken from 3_RANK,FTM,FTA,FT_PERC,FT_PERC_Rank,FTM/G,FTM/G_RANK,FTA/FGA,FTA/FGA Rank,Off_eff,Off_eff_rank,Offensive efficiency hybrid,Off_eff_hybrid_rank,OReb,OReb Rank,OReb chances,OReb chances Rank,DReb,DReb Rank,Rebounds,Rebounds Rank,Rebound Rate,Rebound Rate Rank,AST,AST Rank,AST/FGM,AST/FGM Rank,TO,TO Rank,STL,STL Rank,PF,PF_Rank,Foul Differential,Foul Differential Rank,Extra Scoring Chances,Extra Scoring Chances Rank,PTS_OFF_TURN,PTS_OFF_TURN_RANK,FST_BREAK,FST_BREAK_RANK,PTS_PAINT,PTS_PAINT_RANK,OPP_PPG,OPP_PPG_RANK,OPP_FGM,OPP_FGA,OPP_FGA/G,OPP_FG_PERC,OPP_FG_PERC_Rank,OPP_FGM/G,OPP_FGM/G_Rank,OPP_FG3sM,OPP_FG3sA,OPP_FG3_PERC,OPP_FG3_PERC_Rank,OPP_FG3M/G,OPP_FG3M/G_Rank,OPP_% of Points from 3,OPP_% of Points from 3 rank,OPP_% of shots taken from 3,OPP_% of shots taken from 3 Rank,Def_efficiency hybrid,Def_eff_hybrid_rank,OPP_OReb,OPP_OReb_RANK,OPP_OReb_rate,OPP_OReb_rate_rank,OPP_DReb,OPP_DReb_RANK,OPP_REBOUNDS,OPP_REBOUNDS_RANK,OPP_AST,OPP_AST_RANK,OPP_AST/FGM,OPP_AST/FGM_Rank,OPP_TO,OPP_TO_RANK,OPP_PF,OPP_PF_RANK,OPP_PTS_OFF_TURN,OPP_PTS_OFF_TURN_RANK,OPP_FST_BREAK,OPP_FST_BREAK_RANK,OPP_PTS_PAINT,OPP_PTS_PAINT_RANK,FGM_TOP7,FGA-Top7,FG3sM-Top7,FG3sA-Top7,FTM-Top7,FTA-Top7,FG_PERC-Top7,FG3_PERC-Top7,FT_PERC-Top7,OReb-Top7,DReb-Top7,Rebounds-Top7,AST-Top7,TO-Top7,STL-Top7,OReb-Top7-Total,DReb-Top7-Total,AST-Top7-Total,TO-Top7-Total,STL-Top7-Total,Points per Game-Top7,FGM-Top7-Perc,FGA-Top7-Perc,FG3sM-Top7-Perc,FG3sA-Top7-Perc,FTM-Top7-Perc,FTA-Top7-Perc,FG_PERC_Top7_per,FG3_PERC_Top7_per,FT_PERC_Top7_per,OReb-Top7-Perc,DReb-Top7-Perc,Rebounds-Top7-Perc,AST-Top7-Perc,TO-Top7-Perc,STL-Top7-Perc,Points-Top7-Perc,Start Percentage top 7,SOS_MED,SOS_MIN,SOS_MAX,SOS_STDEV,SOS_SUM,CLUTCH_FGM,CLUTCH_FGA,CLUTCH_FGPERC,CLUTCH_FG_RANK,CLUTCH_3FGM,CLUTCH_3FGA,CLUTCH_3FGPERC,CLUTCH_3_RANK,CLUTCH_FTM,CLUTCH_FTA,CLUTCH_FTPERC,CLUTCH_FT_RANK,CLUTCH_SM,CLUTCH_SM_RANK,CLUTCH_REB,CLUTCH_REB_RANK,OPP_CLTCH_REB,OPP_CLTCH_REB_RANK,CLTCH_OFF_REB,CLTCH_OFF_REB_RANK,OPP_CLTCH_OFF_REB,OPP_CLTCH_OFF_REB_RANK,CLTCH_TURN,CLTCH_TURN_RANK,CLTCH_OPP_TURN,CLTCH_OPP_TURN_RANK,CLTCH_STL,CLTCH_STL_RANK,TOP25_CLUTCH,OVERTIME_GAMES,STEAL_TURNOVER_RATIO,STEAL_TURNOVER_RATIO_RANK,Culture (coach record at school),Culture_rank,Coach Value,Coach Value Rank,Historical Value,Historical Value Rank,5 Year coach gap,5 Year coach gap rank,Average Ranking,Statistical Strength 
Texas A&M,Bucky McMillan,SEC,,2,0,2,1,17,1,0,101,N/A,32,68,132,66,0.515151515151515,N/A,34,N/A,23,63,0.365079365079365,N/A,11.5,N/A,0.341584158415842,N/A,0.477272727272727,N/A,43,60,0.716666666666667,N/A,21.5,N/A,0.454545454545455,N/A,137.489790362102,N/A,1.2421875,N/A,12,N/A,0.342857142857143,N/A,24,N/A,36,N/A,0.525547445255474,N/A,22.5,N/A,0.661764705882353,N/A,10,N/A,13.5,N/A,18,N/A,2.5,N/A,12,N/A,28,N/A,16,N/A,42,N/A,69,N/A,48,107,53.5,0.448598130841121,N/A,24,N/A,12,35,0.342857142857143,N/A,6,N/A,0.260869565217391,N/A,0.327102803738318,N/A,2,N/A,9.5,N/A,0.283582089552239,N/A,23,N/A,32.5,N/A,15,N/A,0.625,N/A,19.5,N/A,20.5,N/A,7,N/A,4.5,N/A,28,N/A,53,93,16,45,36,49,0.56989247311828,0.355555555555556,0.73469387755102,6.5,15,21.5,15.5,7,12.5,13,30,31,14,25,79,0.7794,0.7045,0.6957,0.7143,0.8372,0.8167,1.1063,0.9739,1.0252,0.5417,0.625,0.5972,0.6889,0.7,0.9259,0.7822,0.7,-1.95579586167835,-23.690951933562,19.7793602102053,30.7381524971538,-3.9115917233567,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,1,1,69.2922857762,66,45.993,47,0,88,38,15
Texas A&M Corpus Chris,Jim Shaw,Southland,,1,2,2,0.333333333333333,-5,0,1,67.5,252,-9.5,44,124,62,0.354838709677419,305,22,275,17,50,0.34,144,8.5,112,0.377777777777778,71,0.403225806451613,174,30,47,0.638297872340426,277,15,177,0.379032258064516,166,103.6866359447,226,0.897435897435897,231,15.5,44,0.33695652173913,129,23,222,38.5,121,0.48125,210,14,151,0.636363636363636,62,12,140,4,304,21,253,-2,229,3.5,117,11,246,10.5,178,25,279,77,197,45,106,35.3333333333333,0.424528301886792,156,15,66,12,31,0.387096774193548,294,4,69,0.155844155844156,74,0.292452830188679,44,2.80733944954129,321,11,158,0.323529411764706,198,30.5,315,41.5,284,13.5,176,0.9,308,11,233,19,150,14,164,16.5,300,26,77,38,107,15,46,29,43,0.355140186915888,0.326086956521739,0.674418604651163,14.5,15,29.5,12,7,3,29,30,24,14,6,60,0.8636,0.8629,0.8824,0.92,0.9667,0.9149,1.0008,0.9591,1.0566,0.9355,0.6522,0.7662,0.8571,0.5833,0.75,0.8889,1,31.8078395502993,3.42094410342733,60.1947349971713,40.1451325346334,63.6156791005986,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.6,96,36.6349606373333,161,30.05,95,0,88,182.586956521739,232
Texas Southern,Johnny Jones,SWAC,,0,2,2,0,2,0,1,56.5,N/A,-44.5,40,108,54,0.37037037037037,N/A,20,N/A,8,36,0.222222222222222,N/A,4,N/A,0.212389380530973,N/A,0.333333333333333,N/A,25,42,0.595238095238095,N/A,12.5,N/A,0.388888888888889,N/A,81.8840579710145,N/A,0.692913385826772,N/A,10.5,N/A,0.265822784810127,N/A,19.5,N/A,30,N/A,0.416666666666667,N/A,12,N/A,0.6,N/A,20,N/A,4.5,N/A,23,N/A,-1.5,N/A,-12,N/A,6,N/A,4.5,N/A,27,N/A,101,N/A,70,130,65,0.538461538461538,N/A,35,N/A,19,54,0.351851851851852,N/A,9.5,N/A,0.282178217821782,N/A,0.415384615384615,N/A,2.20833333333333,N/A,13,N/A,0.4,N/A,29,N/A,42,N/A,21,N/A,0.6,N/A,10.5,N/A,21.5,N/A,25,N/A,20,N/A,46,N/A,28,67,3,18,25,37,0.417910447761194,0.166666666666667,0.675675675675676,6,11.5,17.5,8,13.5,2,12,23,16,27,4,42,0.7,0.6204,0.375,0.5,1,0.881,1.1284,0.75,1.1351,0.5714,0.5897,0.5833,0.6667,0.675,0.4444,0.7434,0.9,-30.169005756837,-61.90123349799,1.563221984316,44.8761468358503,-60.338011513674,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.5261,159,26.0351826622,215,26.555,117,98,15,163.666666666667,199
Texas St.,Terrence Johnson,Sun Belt,,1,2,2,0.333333333333333,-10,0,1,59.5,317,-21.5,47,114,57,0.412280701754386,235,23.5,246,11,33,0.333333333333333,147,5.5,275,0.277310924369748,215,0.289473684210526,320,14,20,0.7,195,7,334,0.175438596491228,338,89.3661760288375,306,0.826771653543307,283,8,288,0.231884057971014,294,21.5,260,29.5,301,0.475806451612903,218,13,181,0.553191489361702,148,14.5,244,5.5,249,20.5,245,-8,329,-1,195,11.5,239,8,226,32,168,81,239,51,105,35,0.485714285714286,271,17,80,19,42,0.452380952380952,351,6.33333333333333,176,0.234567901234568,149,0.4,193,2.7816091954023,316,6,27,0.218181818181818,51,26.5,228,32.5,110,16,248,0.941176470588235,314,11.5,217,12.5,333,15,188,10.5,181,31,166,37,87,9,26,10,13,0.425287356321839,0.346153846153846,0.769230769230769,5,15,20,11.5,9,5,10,30,23,18,10,46.5,0.7872,0.7632,0.8182,0.7879,0.7143,0.65,1.0315,1.0385,1.0989,0.625,0.6977,0.678,0.8846,0.6207,0.9091,0.7815,0.9,-19.224405245234,-53.867071016878,15.41826052641,48.9921277710172,-38.448810490468,3,11,27.2727272727273,116,1,4,25,78,0,0,0,128,-9,357,2,122,6,40,2,37,0,1,0,1,1,254,1,38,0,0,0,77,0.5597,124,22.4918710474,240,20.683,158,82,25,201.771929824561,252
Texas Tech,Grant McCasland,Big 12,,2,0,2,1,20,0,0,98,N/A,29.5,62,140,70,0.442857142857143,N/A,31,N/A,29,73,0.397260273972603,N/A,14.5,N/A,0.443877551020408,N/A,0.521428571428571,N/A,43,66,0.651515151515152,N/A,21.5,N/A,0.471428571428571,N/A,145.271271864809,N/A,1.31896551724138,N/A,21,N/A,0.451612903225806,N/A,29,N/A,50,N/A,0.555555555555556,N/A,18,N/A,0.580645161290323,N/A,9,N/A,10.5,N/A,20,N/A,5,N/A,11.5,N/A,19,N/A,19,N/A,28,N/A,68.5,N/A,47,126,63,0.373015873015873,N/A,23.5,N/A,12,41,0.292682926829268,N/A,6,N/A,0.262773722627737,N/A,0.325396825396825,N/A,1.84347826086957,N/A,14.5,N/A,0.333333333333333,N/A,25.5,N/A,40,N/A,9,N/A,0.382978723404255,N/A,14,N/A,25,N/A,8.5,N/A,7,N/A,29,N/A,54,126,27,68,38,56,0.428571428571429,0.397058823529412,0.678571428571429,16.5,22.5,39,17,5.5,10,33,45,34,11,20,86.5,0.871,0.9,0.931,0.9315,0.8837,0.8485,0.9677,0.9995,1.0415,0.7857,0.7759,0.78,0.9444,0.6111,0.9524,0.8827,1,-15.7140141611101,-25.2746953889001,-6.1533329333201,13.5208450578665,-31.4280283222202,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.726,38,117.94580117619,24,64.049,22,0,88,28,13
The Citadel,Ed Conroy,Southern,,1,2,2,0.333333333333333,-10,0,1,66.5,263,-19.5,45,110,55,0.409090909090909,241,22.5,270,13,46,0.282608695652174,247,6.5,228,0.293233082706767,188,0.418181818181818,146,30,50,0.6,306,15,177,0.454545454545455,96,102.941176470588,229,0.887931034482759,244,7,310,0.191780821917808,323,24.5,171,31.5,267,0.42,305,9,305,0.4,305,10,78,3.5,325,17.5,138,0.5,165,-10.5,329,10,272,7,254,26,256,86,274,60,128,42.6666666666667,0.46875,243,20,114,19,60,0.316666666666667,177,6.33333333333333,176,0.220930232558139,128,0.46875,297,3.59482758620689,358,14,273,0.363636363636364,271,29.5,298,43.5,315,17,272,0.85,303,6.5,338,18,182,14.5,176,12,212,35,216,40,96,10,37,28,43,0.416666666666667,0.27027027027027,0.651162790697674,14,16.5,30.5,8,6,3,28,33,16,12,6,59,0.8889,0.8727,0.7692,0.8043,0.9333,0.86,1.0185,0.9563,1.0853,2,0.6735,0.9683,0.8889,0.6,0.8571,0.8872,1,-26.7412144592223,-35.4299969907063,-18.0524319277383,12.2877940965351,-53.4824289184446,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.2784,332,-0.0493790158285703,336,6.354,336,0,88,246.347826086957,306
Toledo,Tod Kowalczyk,MAC,,0,2,2,0,-1,0,1,73.5,N/A,-7,52,119,59.5,0.436974789915966,N/A,26,N/A,21,52,0.403846153846154,N/A,10.5,N/A,0.428571428571429,N/A,0.436974789915966,N/A,22,28,0.785714285714286,N/A,11,N/A,0.235294117647059,N/A,110.792885137172,N/A,1.01626016260163,N/A,10.5,N/A,0.291666666666667,N/A,20.5,N/A,31,N/A,0.455882352941176,N/A,18.5,N/A,0.711538461538462,N/A,12.5,N/A,8.5,N/A,18.5,N/A,-4,N/A,-0.5,N/A,13.5,N/A,8.5,N/A,27,N/A,80.5,N/A,63,119,59.5,0.529411764705882,N/A,31.5,N/A,22,56,0.392857142857143,N/A,11,N/A,0.409937888198758,N/A,0.470588235294118,N/A,2.44628099173554,N/A,11.5,N/A,0.359375,N/A,25.5,N/A,37,N/A,20,N/A,0.634920634920635,N/A,13,N/A,14.5,N/A,15,N/A,8,N/A,39,N/A,48,100,18,38,22,28,0.48,0.473684210526316,0.785714285714286,7,16.5,23.5,17,11.5,7,14,33,34,23,14,68,0.9231,0.8403,0.8571,0.7308,1,1,1.0985,1.1729,1,0.6667,0.8049,0.7581,0.9189,0.92,0.8235,0.9252,1,-25.459410813822,-42.48319172679,-8.435629900854,24.0752618499876,-50.918821627644,5,8,62.5,22,3,6,50,30,0,0,0,128,3,37,3,105,6,40,0,106,3,328,2,304,3,334,1,38,0,0,0.5,51,0.5992,101,50.3518807274,112,32.869,80,32,49,126.071428571429,108
Towson,Pat Skerry,CAA,,1,1,2,0.5,4,0,1,57.5,N/A,-3,44,106,53,0.415094339622642,N/A,22,N/A,6,29,0.206896551724138,N/A,3,N/A,0.156521739130435,N/A,0.273584905660377,N/A,21,32,0.65625,N/A,10.5,N/A,0.30188679245283,N/A,94.0772251308901,N/A,0.831858407079646,N/A,10.5,N/A,0.313432835820896,N/A,27,N/A,37.5,N/A,0.539568345323741,N/A,9,N/A,0.409090909090909,N/A,14,N/A,9,N/A,14,N/A,0,N/A,-1,N/A,14.5,N/A,12,N/A,35,N/A,60.5,N/A,43,112,56,0.383928571428571,N/A,21.5,N/A,12,54,0.222222222222222,N/A,6,N/A,0.297520661157025,N/A,0.482142857142857,N/A,1.60655737704918,N/A,9,N/A,0.25,N/A,23,N/A,32,N/A,9.5,N/A,0.441860465116279,N/A,11.5,N/A,14,N/A,19.5,N/A,11,N/A,28,N/A,41,95,6,27,21,30,0.431578947368421,0.222222222222222,0.7,8,19.5,27.5,9,12,7.5,16,39,18,24,15,54.5,0.9318,0.8962,1,0.931,1,0.9375,1.0397,1.0741,1.0667,0.7619,0.7222,0.7333,1,0.8571,0.8333,0.9478,1,28.4385843432387,-2.66657858530467,59.543747271782,43.9893432733708,56.8771686864773,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.528,156,42.3770076453333,141,25.028,130,11,71,142.333333333333,151
Troy,Scott Cross,Sun Belt,,2,0,2,1,14,0,1,83.5,N/A,4.5,56,119,59.5,0.470588235294118,N/A,28,N/A,21,56,0.375,N/A,10.5,N/A,0.377245508982036,N/A,0.470588235294118,N/A,34,46,0.739130434782609,N/A,17,N/A,0.386554621848739,N/A,114.414908194026,N/A,1.01526717557252,N/A,7,N/A,0.222222222222222,N/A,26.5,N/A,33.5,N/A,0.452702702702703,N/A,15,N/A,0.535714285714286,N/A,13,N/A,10.5,N/A,17,N/A,1.5,N/A,-6.5,N/A,23,N/A,14.5,N/A,34,N/A,79,N/A,52,135,67.5,0.385185185185185,N/A,26,N/A,21,55,0.381818181818182,N/A,10.5,N/A,0.39873417721519,N/A,0.407407407407407,N/A,1.93798449612403,N/A,16,N/A,0.376470588235294,N/A,24.5,N/A,40.5,N/A,15,N/A,0.576923076923077,N/A,15.5,N/A,18.5,N/A,12.5,N/A,10,N/A,28,N/A,54,116,21,55,33,43,0.46551724137931,0.381818181818182,0.767441860465116,5.5,25,30.5,15,9.5,10.5,11,50,30,19,21,81,0.9643,0.9748,1,0.9821,0.9706,0.9348,0.9892,1.0182,1.0383,0.7857,0.9434,0.9104,1,0.7308,1,0.9701,1,30.7692483525984,27.6877763108295,33.8507203943672,4.35785955354302,61.5384967051967,11,20,55,45,4,9,44.4444444444444,53,13,16,81.25,44,1,50,5,60,9,9,0.5,100,4,349,0.5,248,2,299,1.5,34,0,1,3,2,0.5469,140,71.6055478523497,61,34.931,72,-11,324,111.714285714286,87
Tulane,Ron Hunter,American,,2,0,2,1,2,0,1,82,N/A,10.5,51,100,50,0.51,N/A,25.5,N/A,20,41,0.48780487804878,N/A,10,N/A,0.365853658536585,N/A,0.41,N/A,42,43,0.976744186046512,N/A,21,N/A,0.43,N/A,125.689760882894,N/A,1.08928571428571,N/A,3.5,N/A,0.14,N/A,24.5,N/A,28,N/A,0.448,N/A,15,N/A,0.588235294117647,N/A,9.5,N/A,8.5,N/A,13,N/A,4,N/A,-8,N/A,17.5,N/A,8,N/A,28,N/A,71.5,N/A,51,121,60.5,0.421487603305785,N/A,25.5,N/A,20,47,0.425531914893617,N/A,10,N/A,0.41958041958042,N/A,0.388429752066116,N/A,2.14035087719298,N/A,13,N/A,0.346666666666667,N/A,21.5,N/A,34.5,N/A,16.5,N/A,0.647058823529412,N/A,11,N/A,17,N/A,11.5,N/A,10.5,N/A,31,N/A,51,100,20,41,42,43,0.51,0.48780487804878,0.976744186046512,2.5,21,23.5,14,7.5,7.5,5,42,28,15,15,82,1,1,1,1,1,1,1,1,1,0.7143,0.8571,0.8393,0.9333,0.7895,0.8824,1,1,-4.89481757221011,-18.2354847866051,8.44584964218488,18.8665525057035,-9.78963514442022,2,2,100,1,1,1,100,1,11,11,100,1,9,8,6,34,2,119,0,106,2,304,1,250,0,1,0,90,0,0,0,77,0.5056,178,29.8869764604878,192,20.462,161,31,51,103.285714285714,69
Tulsa,Eric Konkol,American,,2,0,1,1,-1,0,1,82,N/A,17,28,54,54,0.518518518518519,N/A,28,N/A,11,22,0.5,N/A,11,N/A,0.402439024390244,N/A,0.407407407407407,N/A,15,24,0.625,N/A,15,N/A,0.444444444444444,N/A,133.116883116883,N/A,1.21818181818182,N/A,13,N/A,0.448275862068966,N/A,19,N/A,32,N/A,0.56140350877193,N/A,18,N/A,0.642857142857143,N/A,14,N/A,9,N/A,19,N/A,2,N/A,6,N/A,15,N/A,0,N/A,32,N/A,65,N/A,22,48,24,0.458333333333333,N/A,11,N/A,6,18,0.333333333333333,N/A,3,N/A,0.138461538461538,N/A,0.375,N/A,1.72413793103448,N/A,9,N/A,0.321428571428571,N/A,16,N/A,25,N/A,13,N/A,1.18181818181818,N/A,16,N/A,21,N/A,12,N/A,0,N/A,32,N/A,25,46,9,18,12,21,0.543478260869565,0.5,0.571428571428571,8,16,24,15,14,9,8,16,15,14,9,71,0.8929,0.8519,0.8182,0.8182,0.8,0.875,1.0481,1,0.9143,0.6154,0.8421,0.75,0.8333,1,1,0.8659,1,80.7769654120867,80.7769654120867,80.7769654120867,–,80.7769654120867,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.375,299,43.6815120015091,133,9.611,295,0,88,242.333333333333,295
UAB,Andy Kennedy,American,,1,1,2,0.5,7,0,1,88,N/A,13.5,66,145,72.5,0.455172413793103,N/A,33,N/A,13,51,0.254901960784314,N/A,6.5,N/A,0.221590909090909,N/A,0.351724137931034,N/A,31,51,0.607843137254902,N/A,15.5,N/A,0.351724137931034,N/A,118.406889128095,N/A,1.07407407407407,N/A,16,N/A,0.363636363636364,N/A,26,N/A,42,N/A,0.538461538461538,N/A,15.5,N/A,0.46969696969697,N/A,11,N/A,14,N/A,15,N/A,2.5,N/A,17,N/A,28,N/A,19,N/A,46,N/A,74.5,N/A,49,116,58,0.422413793103448,N/A,24.5,N/A,15,51,0.294117647058824,N/A,7.5,N/A,0.302013422818792,N/A,0.439655172413793,N/A,1.85245901639344,N/A,8,N/A,0.235294117647059,N/A,28,N/A,36,N/A,13.5,N/A,0.551020408163265,N/A,20,N/A,17.5,N/A,16.5,N/A,12,N/A,31,N/A,63,125,12,38,27,44,0.504,0.315789473684211,0.613636363636364,13,18,31,13,8,11,26,36,26,16,22,82.5,0.9545,0.8621,0.9231,0.7451,0.871,0.8627,1.1073,1.2389,1.0095,0.8125,0.6923,0.7381,0.8387,0.7273,0.7857,0.9375,1,26.9187755175546,14.6911253952806,39.1464256398286,17.2925086388729,53.8375510351092,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,0.7119,42,61.8100068618597,78,50.004,37,41,46,52.3333333333333,29
UC Davis,Jim Les,Big West,,2,1,2,0.666666666666667,-1,0,1,71.5,214,4,52,114,57,0.456140350877193,142,26,165,15,49,0.306122448979592,203,7.5,176,0.314685314685315,154,0.429824561403509,126,24,33,0.727272727272727,147,12,254,0.289473684210526,259,107.875678937839,195,0.975409836065574,175,13,91,0.4,52,24,184,37,146,0.510344827586207,153,15,126,0.576923076923077,119,17,308,6.5,188,17.5,138,2.5,102,-5.5,265,12,217,13.5,105,33,160,67.5,91,48,125,41.6666666666667,0.384,83,16,74,10,49,0.204081632653061,37,3.33333333333333,54,0.148148148148148,64,0.392,178,2.484375,297,16,323,0.4,309,19.5,53,35.5,160,12,125,0.75,288,14.5,106,20,116,20,290,9.5,153,36,233,50,104,14,42,24,32,0.480769230769231,0.333333333333333,0.75,7.5,18.5,26,10.5,12.5,5.5,15,37,21,25,11,69,0.9615,0.9123,0.9333,0.8571,1,0.9697,1.054,1.0889,1.0313,0.5769,0.7708,0.7027,0.7,0.7353,0.8462,0.965,1,15.5881559230689,5.12368040497525,26.0526314411626,14.7990032008093,31.1763118461379,2,7,28.5714285714286,114,1,4,25,78,2,2,100,1,-3,325,7,21,2,119,3,18,1,265,4,350,2,299,0,90,0,0,0,77,0.4942,212,26.5828607281246,211,12.377,243,-32,343,166.701754385965,205
UC Irvine,Russell Turner,Big West,,1,1,1,0.5,4,0,1,61,N/A,-8,21,62,62,0.338709677419355,N/A,21,N/A,6,18,0.333333333333333,N/A,6,N/A,0.295081967213115,N/A,0.290322580645161,N/A,13,23,0.565217391304348,N/A,13,N/A,0.370967741935484,N/A,91.4268585131894,N/A,0.786885245901639,N/A,11,N/A,0.234042553191489,N/A,21,N/A,32,N/A,0.367816091954023,N/A,11,N/A,0.523809523809524,N/A,10,N/A,6,N/A,15,N/A,-2,N/A,-1,N/A,21,N/A,9,N/A,22,N/A,69,N/A,26,66,33,0.393939393939394,N/A,13,N/A,7,20,0.35,N/A,3.5,N/A,0.152173913043478,N/A,0.303030303030303,N/A,2.45833333333333,N/A,19,N/A,0.475,N/A,36,N/A,55,N/A,16,N/A,1.23076923076923,N/A,17,N/A,13,N/A,9,N/A,6,N/A,34,N/A,19,56,6,17,11,21,0.339285714285714,0.352941176470588,0.523809523809524,9,16,25,11,9,5,9,16,11,9,5,55,0.9048,0.9032,1,0.9444,0.8462,0.913,1.0017,1.0588,0.9267,0.8182,0.7619,0.7813,1,0.9,0.8333,0.9016,1,-43.7606843748303,-43.7606843748303,-43.7606843748303,–,-43.7606843748303,7,11,63.6363636363636,21,3,5,60,24,4,7,57.1428571428571,107,11,5,3,105,6,40,1,70,1,265,0,1,5,363,3,6,0,0,0,77,0.6314,74,70.5346053959667,64,37.729,67,-3,314,86.5714285714286,48
UC Riverside,Gus Argenal,Big West,,2,0,1,1,-13,0,1,74,N/A,4,24,43,43,0.558139534883721,N/A,24,N/A,4,14,0.285714285714286,N/A,4,N/A,0.162162162162162,N/A,0.325581395348837,N/A,22,27,0.814814814814815,N/A,22,N/A,0.627906976744186,N/A,109.338061465721,N/A,0.896551724137931,N/A,4,N/A,0.173913043478261,N/A,31,N/A,35,N/A,0.546875,N/A,15,N/A,0.625,N/A,19,N/A,4,N/A,17,N/A,7,N/A,-15,N/A,9,N/A,14,N/A,40,N/A,70,N/A,26,59,29.5,0.440677966101695,N/A,13,N/A,6,23,0.260869565217391,N/A,3,N/A,0.128571428571429,N/A,0.389830508474576,N/A,1.50649350649351,N/A,10,N/A,0.24390243902439,N/A,19,N/A,29,N/A,17,N/A,1.30769230769231,N/A,10,N/A,24,N/A,19,N/A,9,N/A,40,N/A,23,39,4,12,20,25,0.58974358974359,0.333333333333333,0.8,2,24,26,14,17,4,2,24,14,17,4,70,0.9583,0.907,1,0.8571,0.9091,0.9259,1.0566,1.1667,0.9818,0.5,0.7742,0.7429,0.9333,0.8947,1,0.9459,1,21.85594136,21.85594136,21.85594136,–,21.85594136,3,5,60,26,1,2,50,30,8,8,100,1,-2,317,2,122,2,119,1,70,1,265,1,250,0,1,0,90,0,0,0,77,1,1,52.040753,107,20.083,163,0,88,111.571428571429,85
UC San Diego,Clint Allard,Big West,,2,0,1,1,-18,0,1,78,N/A,18,29,58,58,0.5,N/A,29,N/A,10,26,0.384615384615385,N/A,10,N/A,0.384615384615385,N/A,0.448275862068966,N/A,10,13,0.769230769230769,N/A,10,N/A,0.224137931034483,N/A,117.469879518072,N/A,1.09677419354839,N/A,8,N/A,0.266666666666667,N/A,30,N/A,38,N/A,0.567164179104478,N/A,18,N/A,0.620689655172414,N/A,12,N/A,9,N/A,13,N/A,7,N/A,5,N/A,23,N/A,17,N/A,36,N/A,60,N/A,24,55,27.5,0.436363636363636,N/A,12,N/A,7,22,0.318181818181818,N/A,3.5,N/A,0.175,N/A,0.4,N/A,1.69230769230769,N/A,7,N/A,0.189189189189189,N/A,22,N/A,29,N/A,11,N/A,0.916666666666667,N/A,16,N/A,20,N/A,11,N/A,12,N/A,30,N/A,22,48,10,25,8,11,0.458333333333333,0.4,0.727272727272727,21,16,37,15,8,8,21,16,15,8,8,62,0.7586,0.8276,1,0.9615,0.8,0.8462,0.9167,1.04,0.9455,2.625,0.5333,0.9737,0.8333,0.6667,0.8889,0.7949,1,22.30581949522,22.30581949522,22.30581949522,–,22.30581949522,0,0,0,N/A,0,0,0,N/A,0,0,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,N/A,0,0,0,N/A,1,1,62.202520522,76,32.042,84,0,88,53.6666666666667,30
